Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,920,1097
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1328,1328
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8257,9962
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15360,17231
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1289,1344
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2531,2531
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2653,3498
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6138,6323
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1635,1836
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2501,2501
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,915,976
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,15101,17880
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),27254,27479
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2518,2558
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4857,4857
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5557,6105
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),10427,10427
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3281,3295
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4663,4663
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1440,1440
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1962,1962
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,12106,15260
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),20486,24459
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2142,2322
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4191,4397
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4555,5514
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),9206,10129
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2429,2558
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4456,4456
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1247,1265
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1696,1696
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10843,12519
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),20216,21980
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1883,1890
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4453,4885
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8096,8800
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2407,2707
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3878,3878
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1264,1300
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4323,7024
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9808,13954
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),122P,122P
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,845,896
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1916,1916
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1768,2234
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4558,4786
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,41P,41P
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1175,1439
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1949,1949
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,485,490
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1165,1165
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8798,11097
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14100,18331
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1495,1688
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3126,3126
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3256,3804
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7474,7476
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1849,2007
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3398,3398
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1073,1126
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1455,1455
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6485,8565
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12745,14672
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1239,1277
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2450,2964
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5176,6344
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1658,1804
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,596,860
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11780,14290
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),20820,24203
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1971,2135
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4305,4305
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4663,5287
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8065,9279
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2462,2567
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4110,4239
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1203,1209
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1513,1513
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,15458,18196
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),25584,26797
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2536,2574
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4410,4410
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5108,6072
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8624,10142
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2731,2900
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4065,4224
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1184,1258
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1541,1541
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4760,7625
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11095,12457
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,963,1018
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1715,1715
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,45P,45P
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2007,2432
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4334,4804
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,82,82
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1122,1317
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1777,1777
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,508,550
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1015,1015
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7167,9484
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11167,14302
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1291,1356
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1996,1996
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2364,3230
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5402,5773
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,62P,62P
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1542,1852
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2243,2770
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,819,843
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8794,10926
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14044,16307
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1574,1692
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2641,2641
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2882,3699
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5230,7354
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1687,2001
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3067,3067
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,739,963
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1088,1088
Indian Institute of Technology Palakkad,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,13296,18397
Indian Institute of Technology Palakkad,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),26312,29145
Indian Institute of Technology Palakkad,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2669,2683
Indian Institute of Technology Palakkad,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4876,4876
Indian Institute of Technology Palakkad,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5592,6216
Indian Institute of Technology Palakkad,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),10656,10785
Indian Institute of Technology Palakkad,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3233,3294
Indian Institute of Technology Palakkad,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4242,4242
Indian Institute of Technology Palakkad,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1492,1529
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10775,14360
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),21080,23623
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2167,2274
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4245,4245
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4064,4721
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),9020,9327
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2275,2647
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3121,4094
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1146,1244
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1595,1595
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10624,15969
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),22830,24439
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2192,2410
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4132,4132
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4810,5642
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7340,9291
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2554,2824
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3783,3783
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1318,1342
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,13744,17682
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),24467,25631
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2467,2526
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4248,4248
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5374,5835
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7590,8337
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2683,2833
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3343,3733
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,899,933
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2879,6030
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7603,8942
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,177,211
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,714,808
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1504,1570
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,12P,12P
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1567,1971
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2687,3403
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,586,1032
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1568,1568
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,294,405
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),730,730
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6013,9677
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),13973,14834
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,212,212
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1319,1360
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2058,2058
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2493,3354
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4972,6028
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1651,2026
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2450,2795
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,761,897
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),918,918
Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10927,13132
Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3065,3065
Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4802,5019
Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8725,8725
Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2818,2818
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7880,12618
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),20078,22458
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1690,2108
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4033,4033
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3939,4473
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7812,8262
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1259,2445
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3741,3745
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1084,1217
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1064,1064
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,14134,17411
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),23456,26951
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2489,2580
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4290,4290
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5218,5905
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),10001,10449
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2669,2990
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4571,4571
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1387,1410
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1793,1793
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,16793,18245
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),27636,29824
